schema_version,provider_id,provider_commit,runtime,workload_id,model_digest,graph_digest,input_id,input_digest,split_role,key_or_context_id,plaintext_output,decrypted_output,numerical_error,provider_prediction,plaintext_prediction,decision_flip,decision_quantity,reserve_policy_status,execution_status,security_metadata,compile_time_ms,tuning_time_ms,keygen_time_ms,evaluation_time_ms,total_time_ms,raw_output_digest
flipguard_provider_execution_record_v3,HALO,post-publication-main@aedca73dac27b86044721781b9fca8d12e665876,shared HECATE/HALO post-publication repository; Ubuntu 22.04; CUDA 12.2; MLIR 18,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OFFICIAL_NATIVE_DIAGNOSTIC,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NO_END_TO_END_RUN,NOT_EVALUATED,NOT_SEPARATELY_RECORDED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OUTPUT_UNAVAILABLE
flipguard_provider_execution_record_v3,ReSBM,post-artifact-main@929e9b621f11bebbaa9ec1e215f4a52e3d07109b,official opencc/dev:ubuntu24.04 container and current official ACE repository,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OFFICIAL_NATIVE_DIAGNOSTIC,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NO_END_TO_END_RUN,NOT_EVALUATED,NOT_SEPARATELY_RECORDED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OUTPUT_UNAVAILABLE
flipguard_provider_execution_record_v3,Orbit,zenodo-v2@f364122b77be482bfe902c20a89755cee2060c5a,official Zenodo v2 Dockerfile; image sha256:ae0fa99a213f20fcad5a33b57e07d19d505a2d3adebc329fec7d0af6d184171a,official motivation.mlir optimizer smoke,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OFFICIAL_NATIVE_DIAGNOSTIC,NOT_EVALUATED,NOT_EVALUATED,OUTPUT_UNAVAILABLE,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NATIVE_END_TO_END_PARTIAL,NOT_EVALUATED,NOT_SEPARATELY_RECORDED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,sha256:fd36de1e1f7b409c00b4bd2c30df68778cd841412fbb4297ea4c4f9affa04c94
flipguard_provider_execution_record_v3,AutoFHE,main@a43af0453e5237e2ff4a5630a10ece1a062b9d88,Ubuntu container; repository-pinned CNN source; SEAL 3.6.6 dependency,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OFFICIAL_NATIVE_DIAGNOSTIC,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NO_END_TO_END_RUN,NOT_EVALUATED,NOT_SEPARATELY_RECORDED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OUTPUT_UNAVAILABLE
flipguard_provider_execution_record_v3,Orion,main@be8a827350a147d610fe3bb998b5bea8de814ff8,Official repository Lattigo build helper; host Go toolchain,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OFFICIAL_NATIVE_DIAGNOSTIC,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NO_END_TO_END_RUN,NOT_EVALUATED,NOT_SEPARATELY_RECORDED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OUTPUT_UNAVAILABLE
flipguard_provider_execution_record_v3,LOHEN,NR,Official USENIX paper and supplemental-link audit,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OFFICIAL_NATIVE_DIAGNOSTIC,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NO_END_TO_END_RUN,NOT_EVALUATED,NOT_SEPARATELY_RECORDED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OUTPUT_UNAVAILABLE
flipguard_provider_execution_record_v3,SLOTHE,master@33ccff3519c9df1dc255420e8a1bfe4da501b1f0,Official source LLVM passes/plugins container build,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OFFICIAL_NATIVE_DIAGNOSTIC,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NO_END_TO_END_RUN,NOT_EVALUATED,NOT_SEPARATELY_RECORDED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OUTPUT_UNAVAILABLE
flipguard_provider_execution_record_v3,Application-Aware Approximate HE,NR,NOT_APPLICABLE,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OFFICIAL_NATIVE_DIAGNOSTIC,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NO_END_TO_END_RUN,NOT_EVALUATED,NOT_SEPARATELY_RECORDED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OUTPUT_UNAVAILABLE
flipguard_provider_execution_record_v3,FHE-Agent,NR,NOT_AVAILABLE,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OFFICIAL_NATIVE_DIAGNOSTIC,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NO_END_TO_END_RUN,NOT_EVALUATED,NOT_SEPARATELY_RECORDED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OUTPUT_UNAVAILABLE
flipguard_provider_execution_record_v3,FHECrafter,NR,NOT_AVAILABLE,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OFFICIAL_NATIVE_DIAGNOSTIC,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NO_END_TO_END_RUN,NOT_EVALUATED,NOT_SEPARATELY_RECORDED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,OUTPUT_UNAVAILABLE
flipguard_provider_execution_record_v3,FlipGuard,flipguard-thesis-v1.0.0-rc2@6c5f8b234f9f9da91a189fa0f2dc180bb996abf5,frozen Lattigo v6.2.0 research environment,controlled primary 50 workload-partition instances,BOUND_BY_FROZEN_MANIFESTS,BOUND_BY_FROZEN_MANIFESTS,five deterministic partitions,BOUND_BY_FROZEN_MANIFESTS,OFFICIAL_NATIVE_DIAGNOSTIC,three fresh-key repeats; seed roles bound by frozen manifests,BOUND_BY_FROZEN_LEDGER,BOUND_BY_FROZEN_LEDGER,BOUND_BY_FROZEN_LEDGER,BOUND_BY_FROZEN_LEDGER,BOUND_BY_FROZEN_LEDGER,0,binary threshold margin,SAFE 50/50,NATIVE_END_TO_END_PASS,SECURITY_POLICY_V2_ADMITTED,NOT_SEPARATELY_RECORDED,NOT_SEPARATELY_RECORDED,210 selection key runs,FROZEN_PAIRED_EVIDENCE,FROZEN_PAIRED_EVIDENCE,BOUND_BY_FINAL_CONFIRMATORY_MANIFEST
