split_seed,dataset_id,model_id,alpha,candidate_id,profile,path,evaluation_mode,planned_candidate_id,planned_path,planned_family,profile_rank,distance,under_provisioned,profile_chain_length,profile_scale_bits,profile_logN,resolution_reason
0,banknote,linear_poly3,0.25,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,baseline_non_rescale,naive,planner_chain_guard_chain5_scale30_N14_non_rescale,non-rescale,planner_chain_guard,2,18,false,6,38,14,"planned(chain=5,scale=30,logN=14,path=non-rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+1,scale=+8,logN=+0) distance=18.000"
0,banknote,linear_poly3,0.25,short_chain_6_scale38__rescale_aware,short_chain_6_scale38,rescale_aware,rescale,planner_chain_guard_chain5_scale30_N14_rescale,rescale,planner_chain_guard,2,18,false,6,38,14,"planned(chain=5,scale=30,logN=14,path=rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+1,scale=+8,logN=+0) distance=18.000"
0,banknote,linear_poly3,0.5,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale_aware,rescale,reference_chain6_scale45_N14,rescale,reference,1,26,false,8,45,15,"planned(chain=6,scale=45,logN=14,path=rescale) profile(chain=8,scale=45,logN=15) gaps(chain=+2,scale=+0,logN=+1) distance=26.000"
0,banknote,linear_poly3,0.5,deep_chain_9_scale45__rescale_aware,deep_chain_9_scale45,rescale_aware,rescale,reference_chain6_scale45_N14,rescale,reference,2,36,false,9,45,15,"planned(chain=6,scale=45,logN=14,path=rescale) profile(chain=9,scale=45,logN=15) gaps(chain=+3,scale=+0,logN=+1) distance=36.000"
0,banknote,linear_poly3,0.5,short_chain_5__baseline_non_rescale,short_chain_5,baseline_non_rescale,naive,planner_chain_guard_chain5_scale30_N14_non_rescale,non-rescale,planner_chain_guard,1,10,false,5,40,14,"planned(chain=5,scale=30,logN=14,path=non-rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+0,scale=+10,logN=+0) distance=10.000"
0,banknote,linear_poly3,0.5,short_chain_5__rescale_aware,short_chain_5,rescale_aware,rescale,planner_chain_guard_chain5_scale30_N14_rescale,rescale,planner_chain_guard,1,10,false,5,40,14,"planned(chain=5,scale=30,logN=14,path=rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+0,scale=+10,logN=+0) distance=10.000"
0,banknote,linear_poly3,0.5,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,baseline_non_rescale,naive,planner_chain_guard_chain5_scale30_N14_non_rescale,non-rescale,planner_chain_guard,2,18,false,6,38,14,"planned(chain=5,scale=30,logN=14,path=non-rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+1,scale=+8,logN=+0) distance=18.000"
0,banknote,linear_poly3,0.5,short_chain_6_scale38__rescale_aware,short_chain_6_scale38,rescale_aware,rescale,planner_chain_guard_chain5_scale30_N14_rescale,rescale,planner_chain_guard,2,18,false,6,38,14,"planned(chain=5,scale=30,logN=14,path=rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+1,scale=+8,logN=+0) distance=18.000"
0,banknote,linear_poly3,0.75,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale_aware,rescale,reference_chain6_scale45_N14,rescale,reference,1,26,false,8,45,15,"planned(chain=6,scale=45,logN=14,path=rescale) profile(chain=8,scale=45,logN=15) gaps(chain=+2,scale=+0,logN=+1) distance=26.000"
0,banknote,linear_poly3,0.75,deep_chain_9_scale45__rescale_aware,deep_chain_9_scale45,rescale_aware,rescale,reference_chain6_scale45_N14,rescale,reference,2,36,false,9,45,15,"planned(chain=6,scale=45,logN=14,path=rescale) profile(chain=9,scale=45,logN=15) gaps(chain=+3,scale=+0,logN=+1) distance=36.000"
0,banknote,linear_poly3,0.75,short_chain_5__baseline_non_rescale,short_chain_5,baseline_non_rescale,naive,planner_chain_guard_chain5_scale30_N14_non_rescale,non-rescale,planner_chain_guard,1,10,false,5,40,14,"planned(chain=5,scale=30,logN=14,path=non-rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+0,scale=+10,logN=+0) distance=10.000"
0,banknote,linear_poly3,0.75,short_chain_5__rescale_aware,short_chain_5,rescale_aware,rescale,planner_chain_guard_chain5_scale30_N14_rescale,rescale,planner_chain_guard,1,10,false,5,40,14,"planned(chain=5,scale=30,logN=14,path=rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+0,scale=+10,logN=+0) distance=10.000"
0,banknote,linear_poly3,0.75,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,baseline_non_rescale,naive,planner_chain_guard_chain5_scale30_N14_non_rescale,non-rescale,planner_chain_guard,2,18,false,6,38,14,"planned(chain=5,scale=30,logN=14,path=non-rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+1,scale=+8,logN=+0) distance=18.000"
0,banknote,linear_poly3,0.75,short_chain_6_scale38__rescale_aware,short_chain_6_scale38,rescale_aware,rescale,planner_chain_guard_chain5_scale30_N14_rescale,rescale,planner_chain_guard,2,18,false,6,38,14,"planned(chain=5,scale=30,logN=14,path=rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+1,scale=+8,logN=+0) distance=18.000"
0,banknote,linear_poly3,0.9,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale_aware,rescale,reference_chain6_scale45_N14,rescale,reference,1,26,false,8,45,15,"planned(chain=6,scale=45,logN=14,path=rescale) profile(chain=8,scale=45,logN=15) gaps(chain=+2,scale=+0,logN=+1) distance=26.000"
0,banknote,linear_poly3,0.9,deep_chain_9_scale45__rescale_aware,deep_chain_9_scale45,rescale_aware,rescale,reference_chain6_scale45_N14,rescale,reference,2,36,false,9,45,15,"planned(chain=6,scale=45,logN=14,path=rescale) profile(chain=9,scale=45,logN=15) gaps(chain=+3,scale=+0,logN=+1) distance=36.000"
0,banknote,linear_poly3,0.9,short_chain_5__baseline_non_rescale,short_chain_5,baseline_non_rescale,naive,planner_chain_guard_chain5_scale30_N14_non_rescale,non-rescale,planner_chain_guard,1,10,false,5,40,14,"planned(chain=5,scale=30,logN=14,path=non-rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+0,scale=+10,logN=+0) distance=10.000"
0,banknote,linear_poly3,0.9,short_chain_5__rescale_aware,short_chain_5,rescale_aware,rescale,planner_chain_guard_chain5_scale30_N14_rescale,rescale,planner_chain_guard,1,10,false,5,40,14,"planned(chain=5,scale=30,logN=14,path=rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+0,scale=+10,logN=+0) distance=10.000"
0,banknote,linear_poly3,0.9,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,baseline_non_rescale,naive,planner_chain_guard_chain5_scale30_N14_non_rescale,non-rescale,planner_chain_guard,2,18,false,6,38,14,"planned(chain=5,scale=30,logN=14,path=non-rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+1,scale=+8,logN=+0) distance=18.000"
0,banknote,linear_poly3,0.9,short_chain_6_scale38__rescale_aware,short_chain_6_scale38,rescale_aware,rescale,planner_chain_guard_chain5_scale30_N14_rescale,rescale,planner_chain_guard,2,18,false,6,38,14,"planned(chain=5,scale=30,logN=14,path=rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+1,scale=+8,logN=+0) distance=18.000"
0,banknote,mlp_square_linear_score,0.1,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale_aware,rescale,reference_chain5_scale45_N14,rescale,reference,1,36,false,8,45,15,"planned(chain=5,scale=45,logN=14,path=rescale) profile(chain=8,scale=45,logN=15) gaps(chain=+3,scale=+0,logN=+1) distance=36.000"
0,banknote,mlp_square_linear_score,0.1,deep_chain_9_scale45__rescale_aware,deep_chain_9_scale45,rescale_aware,rescale,reference_chain5_scale45_N14,rescale,reference,2,46,false,9,45,15,"planned(chain=5,scale=45,logN=14,path=rescale) profile(chain=9,scale=45,logN=15) gaps(chain=+4,scale=+0,logN=+1) distance=46.000"
0,banknote,mlp_square_linear_score,0.1,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,planner_scale_guard_chain3_scale32_N14_non_rescale,non-rescale,planner_scale_guard,1,3,false,3,35,14,"planned(chain=3,scale=32,logN=14,path=non-rescale) profile(chain=3,scale=35,logN=14) gaps(chain=+0,scale=+3,logN=+0) distance=3.000"
0,banknote,mlp_square_linear_score,0.1,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,planner_scale_guard_chain3_scale32_N14_rescale,rescale,planner_scale_guard,1,3,false,3,35,14,"planned(chain=3,scale=32,logN=14,path=rescale) profile(chain=3,scale=35,logN=14) gaps(chain=+0,scale=+3,logN=+0) distance=3.000"
0,banknote,mlp_square_linear_score,0.1,short_chain_5__baseline_non_rescale,short_chain_5,baseline_non_rescale,naive,planner_chain_guard_chain4_scale30_N14_non_rescale,non-rescale,planner_chain_guard,1,20,false,5,40,14,"planned(chain=4,scale=30,logN=14,path=non-rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+1,scale=+10,logN=+0) distance=20.000"
0,banknote,mlp_square_linear_score,0.1,short_chain_5__rescale_aware,short_chain_5,rescale_aware,rescale,planner_chain_guard_chain4_scale30_N14_rescale,rescale,planner_chain_guard,1,20,false,5,40,14,"planned(chain=4,scale=30,logN=14,path=rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+1,scale=+10,logN=+0) distance=20.000"
0,banknote,mlp_square_linear_score,0.1,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,baseline_non_rescale,naive,planner_chain_guard_chain4_scale30_N14_non_rescale,non-rescale,planner_chain_guard,2,28,false,6,38,14,"planned(chain=4,scale=30,logN=14,path=non-rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+2,scale=+8,logN=+0) distance=28.000"
0,banknote,mlp_square_linear_score,0.1,short_chain_6_scale38__rescale_aware,short_chain_6_scale38,rescale_aware,rescale,planner_chain_guard_chain4_scale30_N14_rescale,rescale,planner_chain_guard,2,28,false,6,38,14,"planned(chain=4,scale=30,logN=14,path=rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+2,scale=+8,logN=+0) distance=28.000"
0,banknote,mlp_square_linear_score,0.25,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale_aware,rescale,reference_chain5_scale45_N14,rescale,reference,1,36,false,8,45,15,"planned(chain=5,scale=45,logN=14,path=rescale) profile(chain=8,scale=45,logN=15) gaps(chain=+3,scale=+0,logN=+1) distance=36.000"
0,banknote,mlp_square_linear_score,0.25,deep_chain_9_scale45__rescale_aware,deep_chain_9_scale45,rescale_aware,rescale,reference_chain5_scale45_N14,rescale,reference,2,46,false,9,45,15,"planned(chain=5,scale=45,logN=14,path=rescale) profile(chain=9,scale=45,logN=15) gaps(chain=+4,scale=+0,logN=+1) distance=46.000"
0,banknote,mlp_square_linear_score,0.25,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,planner_scale_guard_chain3_scale32_N14_non_rescale,non-rescale,planner_scale_guard,1,3,false,3,35,14,"planned(chain=3,scale=32,logN=14,path=non-rescale) profile(chain=3,scale=35,logN=14) gaps(chain=+0,scale=+3,logN=+0) distance=3.000"
0,banknote,mlp_square_linear_score,0.25,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,planner_scale_guard_chain3_scale32_N14_rescale,rescale,planner_scale_guard,1,3,false,3,35,14,"planned(chain=3,scale=32,logN=14,path=rescale) profile(chain=3,scale=35,logN=14) gaps(chain=+0,scale=+3,logN=+0) distance=3.000"
0,banknote,mlp_square_linear_score,0.25,short_chain_5__baseline_non_rescale,short_chain_5,baseline_non_rescale,naive,planner_chain_guard_chain4_scale30_N14_non_rescale,non-rescale,planner_chain_guard,1,20,false,5,40,14,"planned(chain=4,scale=30,logN=14,path=non-rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+1,scale=+10,logN=+0) distance=20.000"
0,banknote,mlp_square_linear_score,0.25,short_chain_5__rescale_aware,short_chain_5,rescale_aware,rescale,planner_chain_guard_chain4_scale30_N14_rescale,rescale,planner_chain_guard,1,20,false,5,40,14,"planned(chain=4,scale=30,logN=14,path=rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+1,scale=+10,logN=+0) distance=20.000"
0,banknote,mlp_square_linear_score,0.25,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,baseline_non_rescale,naive,planner_chain_guard_chain4_scale30_N14_non_rescale,non-rescale,planner_chain_guard,2,28,false,6,38,14,"planned(chain=4,scale=30,logN=14,path=non-rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+2,scale=+8,logN=+0) distance=28.000"
0,banknote,mlp_square_linear_score,0.25,short_chain_6_scale38__rescale_aware,short_chain_6_scale38,rescale_aware,rescale,planner_chain_guard_chain4_scale30_N14_rescale,rescale,planner_chain_guard,2,28,false,6,38,14,"planned(chain=4,scale=30,logN=14,path=rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+2,scale=+8,logN=+0) distance=28.000"
0,banknote,mlp_square_linear_score,0.5,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale_aware,rescale,reference_chain5_scale45_N14,rescale,reference,1,36,false,8,45,15,"planned(chain=5,scale=45,logN=14,path=rescale) profile(chain=8,scale=45,logN=15) gaps(chain=+3,scale=+0,logN=+1) distance=36.000"
0,banknote,mlp_square_linear_score,0.5,deep_chain_9_scale45__rescale_aware,deep_chain_9_scale45,rescale_aware,rescale,reference_chain5_scale45_N14,rescale,reference,2,46,false,9,45,15,"planned(chain=5,scale=45,logN=14,path=rescale) profile(chain=9,scale=45,logN=15) gaps(chain=+4,scale=+0,logN=+1) distance=46.000"
0,banknote,mlp_square_linear_score,0.5,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,planner_scale_guard_chain3_scale32_N14_non_rescale,non-rescale,planner_scale_guard,1,3,false,3,35,14,"planned(chain=3,scale=32,logN=14,path=non-rescale) profile(chain=3,scale=35,logN=14) gaps(chain=+0,scale=+3,logN=+0) distance=3.000"
0,banknote,mlp_square_linear_score,0.5,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,planner_scale_guard_chain3_scale32_N14_rescale,rescale,planner_scale_guard,1,3,false,3,35,14,"planned(chain=3,scale=32,logN=14,path=rescale) profile(chain=3,scale=35,logN=14) gaps(chain=+0,scale=+3,logN=+0) distance=3.000"
0,banknote,mlp_square_linear_score,0.5,short_chain_5__baseline_non_rescale,short_chain_5,baseline_non_rescale,naive,planner_chain_guard_chain4_scale30_N14_non_rescale,non-rescale,planner_chain_guard,1,20,false,5,40,14,"planned(chain=4,scale=30,logN=14,path=non-rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+1,scale=+10,logN=+0) distance=20.000"
0,banknote,mlp_square_linear_score,0.5,short_chain_5__rescale_aware,short_chain_5,rescale_aware,rescale,planner_chain_guard_chain4_scale30_N14_rescale,rescale,planner_chain_guard,1,20,false,5,40,14,"planned(chain=4,scale=30,logN=14,path=rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+1,scale=+10,logN=+0) distance=20.000"
0,banknote,mlp_square_linear_score,0.5,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,baseline_non_rescale,naive,planner_chain_guard_chain4_scale30_N14_non_rescale,non-rescale,planner_chain_guard,2,28,false,6,38,14,"planned(chain=4,scale=30,logN=14,path=non-rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+2,scale=+8,logN=+0) distance=28.000"
0,banknote,mlp_square_linear_score,0.5,short_chain_6_scale38__rescale_aware,short_chain_6_scale38,rescale_aware,rescale,planner_chain_guard_chain4_scale30_N14_rescale,rescale,planner_chain_guard,2,28,false,6,38,14,"planned(chain=4,scale=30,logN=14,path=rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+2,scale=+8,logN=+0) distance=28.000"
0,banknote,mlp_square_linear_score,0.75,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale_aware,rescale,reference_chain5_scale45_N14,rescale,reference,1,36,false,8,45,15,"planned(chain=5,scale=45,logN=14,path=rescale) profile(chain=8,scale=45,logN=15) gaps(chain=+3,scale=+0,logN=+1) distance=36.000"
0,banknote,mlp_square_linear_score,0.75,deep_chain_9_scale45__rescale_aware,deep_chain_9_scale45,rescale_aware,rescale,reference_chain5_scale45_N14,rescale,reference,2,46,false,9,45,15,"planned(chain=5,scale=45,logN=14,path=rescale) profile(chain=9,scale=45,logN=15) gaps(chain=+4,scale=+0,logN=+1) distance=46.000"
0,banknote,mlp_square_linear_score,0.75,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,planner_scale_guard_chain3_scale32_N14_non_rescale,non-rescale,planner_scale_guard,1,3,false,3,35,14,"planned(chain=3,scale=32,logN=14,path=non-rescale) profile(chain=3,scale=35,logN=14) gaps(chain=+0,scale=+3,logN=+0) distance=3.000"
0,banknote,mlp_square_linear_score,0.75,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,planner_scale_guard_chain3_scale32_N14_rescale,rescale,planner_scale_guard,1,3,false,3,35,14,"planned(chain=3,scale=32,logN=14,path=rescale) profile(chain=3,scale=35,logN=14) gaps(chain=+0,scale=+3,logN=+0) distance=3.000"
0,banknote,mlp_square_linear_score,0.75,short_chain_5__baseline_non_rescale,short_chain_5,baseline_non_rescale,naive,planner_chain_guard_chain4_scale30_N14_non_rescale,non-rescale,planner_chain_guard,1,20,false,5,40,14,"planned(chain=4,scale=30,logN=14,path=non-rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+1,scale=+10,logN=+0) distance=20.000"
0,banknote,mlp_square_linear_score,0.75,short_chain_5__rescale_aware,short_chain_5,rescale_aware,rescale,planner_chain_guard_chain4_scale30_N14_rescale,rescale,planner_chain_guard,1,20,false,5,40,14,"planned(chain=4,scale=30,logN=14,path=rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+1,scale=+10,logN=+0) distance=20.000"
0,banknote,mlp_square_linear_score,0.75,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,baseline_non_rescale,naive,planner_chain_guard_chain4_scale30_N14_non_rescale,non-rescale,planner_chain_guard,2,28,false,6,38,14,"planned(chain=4,scale=30,logN=14,path=non-rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+2,scale=+8,logN=+0) distance=28.000"
0,banknote,mlp_square_linear_score,0.75,short_chain_6_scale38__rescale_aware,short_chain_6_scale38,rescale_aware,rescale,planner_chain_guard_chain4_scale30_N14_rescale,rescale,planner_chain_guard,2,28,false,6,38,14,"planned(chain=4,scale=30,logN=14,path=rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+2,scale=+8,logN=+0) distance=28.000"
0,banknote,mlp_square_linear_score,0.9,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale_aware,rescale,reference_chain5_scale45_N14,rescale,reference,1,36,false,8,45,15,"planned(chain=5,scale=45,logN=14,path=rescale) profile(chain=8,scale=45,logN=15) gaps(chain=+3,scale=+0,logN=+1) distance=36.000"
0,banknote,mlp_square_linear_score,0.9,deep_chain_9_scale45__rescale_aware,deep_chain_9_scale45,rescale_aware,rescale,reference_chain5_scale45_N14,rescale,reference,2,46,false,9,45,15,"planned(chain=5,scale=45,logN=14,path=rescale) profile(chain=9,scale=45,logN=15) gaps(chain=+4,scale=+0,logN=+1) distance=46.000"
0,banknote,mlp_square_linear_score,0.9,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,naive,planner_scale_guard_chain3_scale32_N14_non_rescale,non-rescale,planner_scale_guard,1,3,false,3,35,14,"planned(chain=3,scale=32,logN=14,path=non-rescale) profile(chain=3,scale=35,logN=14) gaps(chain=+0,scale=+3,logN=+0) distance=3.000"
0,banknote,mlp_square_linear_score,0.9,short_chain_3__rescale_aware,short_chain_3,rescale_aware,rescale,planner_scale_guard_chain3_scale32_N14_rescale,rescale,planner_scale_guard,1,3,false,3,35,14,"planned(chain=3,scale=32,logN=14,path=rescale) profile(chain=3,scale=35,logN=14) gaps(chain=+0,scale=+3,logN=+0) distance=3.000"
0,banknote,mlp_square_linear_score,0.9,short_chain_5__baseline_non_rescale,short_chain_5,baseline_non_rescale,naive,planner_chain_guard_chain4_scale30_N14_non_rescale,non-rescale,planner_chain_guard,1,20,false,5,40,14,"planned(chain=4,scale=30,logN=14,path=non-rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+1,scale=+10,logN=+0) distance=20.000"
0,banknote,mlp_square_linear_score,0.9,short_chain_5__rescale_aware,short_chain_5,rescale_aware,rescale,planner_chain_guard_chain4_scale30_N14_rescale,rescale,planner_chain_guard,1,20,false,5,40,14,"planned(chain=4,scale=30,logN=14,path=rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+1,scale=+10,logN=+0) distance=20.000"
0,banknote,mlp_square_linear_score,0.9,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,baseline_non_rescale,naive,planner_chain_guard_chain4_scale30_N14_non_rescale,non-rescale,planner_chain_guard,2,28,false,6,38,14,"planned(chain=4,scale=30,logN=14,path=non-rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+2,scale=+8,logN=+0) distance=28.000"
0,banknote,mlp_square_linear_score,0.9,short_chain_6_scale38__rescale_aware,short_chain_6_scale38,rescale_aware,rescale,planner_chain_guard_chain4_scale30_N14_rescale,rescale,planner_chain_guard,2,28,false,6,38,14,"planned(chain=4,scale=30,logN=14,path=rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+2,scale=+8,logN=+0) distance=28.000"
0,digits_binary,linear_poly3,0.1,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale_aware,rescale,reference_chain6_scale45_N14,rescale,reference,1,26,false,8,45,15,"planned(chain=6,scale=45,logN=14,path=rescale) profile(chain=8,scale=45,logN=15) gaps(chain=+2,scale=+0,logN=+1) distance=26.000"
0,digits_binary,linear_poly3,0.1,deep_chain_9_scale45__rescale_aware,deep_chain_9_scale45,rescale_aware,rescale,reference_chain6_scale45_N14,rescale,reference,2,36,false,9,45,15,"planned(chain=6,scale=45,logN=14,path=rescale) profile(chain=9,scale=45,logN=15) gaps(chain=+3,scale=+0,logN=+1) distance=36.000"
0,digits_binary,linear_poly3,0.1,short_chain_5__baseline_non_rescale,short_chain_5,baseline_non_rescale,naive,planner_chain_guard_chain5_scale30_N14_non_rescale,non-rescale,planner_chain_guard,1,10,false,5,40,14,"planned(chain=5,scale=30,logN=14,path=non-rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+0,scale=+10,logN=+0) distance=10.000"
0,digits_binary,linear_poly3,0.1,short_chain_5__rescale_aware,short_chain_5,rescale_aware,rescale,planner_chain_guard_chain5_scale30_N14_rescale,rescale,planner_chain_guard,1,10,false,5,40,14,"planned(chain=5,scale=30,logN=14,path=rescale) profile(chain=5,scale=40,logN=14) gaps(chain=+0,scale=+10,logN=+0) distance=10.000"
0,digits_binary,linear_poly3,0.1,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,baseline_non_rescale,naive,planner_chain_guard_chain5_scale30_N14_non_rescale,non-rescale,planner_chain_guard,2,18,false,6,38,14,"planned(chain=5,scale=30,logN=14,path=non-rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+1,scale=+8,logN=+0) distance=18.000"
0,digits_binary,linear_poly3,0.1,short_chain_6_scale38__rescale_aware,short_chain_6_scale38,rescale_aware,rescale,planner_chain_guard_chain5_scale30_N14_rescale,rescale,planner_chain_guard,2,18,false,6,38,14,"planned(chain=5,scale=30,logN=14,path=rescale) profile(chain=6,scale=38,logN=14) gaps(chain=+1,scale=+8,logN=+0) distance=18.000"
0,digits_binary,linear_poly3,0.25,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale_aware,rescale,reference_chain6_scale45_N14,rescale,reference,1,26,false,8,45,15,"planned(chain=6,scale=45,logN=14,path=rescale) profile(chain=8,scale=45,logN=15) gaps(chain=+2,scale=+0,logN=+1) distance=26.000"
