workload_id,dataset_id,model_id,split_id,validation_digest,candidate_id,profile_family,path,is_reference,log_n,slots,chain_length,scale_bits,status,assurance,reason,success_runs,failed_runs,observed_validation,decision_flips_v_cert,error_violations_v_cert,max_observed_error_v_cert,mean_total_ms,threshold,margin_floor,safety_factor,v_cert,v_amb,coverage_rate,min_margin,min_certified_margin,p5_margin,selected,run_tags
banknote__linear_poly3,banknote,linear_poly3,test_seed42_ratio0.3_prefix412_of412,sha256:fa3e9b6c98a464895133f292750bb0c9212fc76ff6df273367a06942d13d794a,scale42__baseline_non_rescale,scale42,baseline_non_rescale,false,14,8192,7,42,SAFE,OBSERVED_VALIDATION,"zero failures, zero decision flips, and zero error violations on V_cert=412",3,0,true,0,0,3.00000024822e-10,145.561603423,0.5,0.001,0.5,412,0,1,0.0043121153,0.0043121153,0.0234581013,false,tabular_sweep_banknote_linear_poly3_scale42_baseline_non_rescale_r1;tabular_sweep_banknote_linear_poly3_scale42_baseline_non_rescale_r2;tabular_sweep_banknote_linear_poly3_scale42_baseline_non_rescale_r3
banknote__linear_poly3,banknote,linear_poly3,test_seed42_ratio0.3_prefix412_of412,sha256:fa3e9b6c98a464895133f292750bb0c9212fc76ff6df273367a06942d13d794a,scale42__rescale_aware,scale42,rescale_aware,false,14,8192,7,42,SAFE,OBSERVED_VALIDATION,"zero failures, zero decision flips, and zero error violations on V_cert=412",3,0,true,0,0,3.00000024822e-10,135.15692821,0.5,0.001,0.5,412,0,1,0.0043121153,0.0043121153,0.0234581013,false,tabular_sweep_banknote_linear_poly3_scale42_rescale_aware_r1;tabular_sweep_banknote_linear_poly3_scale42_rescale_aware_r2;tabular_sweep_banknote_linear_poly3_scale42_rescale_aware_r3
banknote__linear_poly3,banknote,linear_poly3,test_seed42_ratio0.3_prefix412_of412,sha256:fa3e9b6c98a464895133f292750bb0c9212fc76ff6df273367a06942d13d794a,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,false,14,8192,3,35,REJECTED,NONE,rejected on V_cert: decision_flips=576 error_violations=1236,3,0,true,576,1236,0.6194131478,77.2358960777,0.5,0.001,0.5,412,0,1,0.0043121153,0.0043121153,0.0234581013,false,tabular_sweep_banknote_linear_poly3_short_chain_3_baseline_non_rescale_r1;tabular_sweep_banknote_linear_poly3_short_chain_3_baseline_non_rescale_r2;tabular_sweep_banknote_linear_poly3_short_chain_3_baseline_non_rescale_r3
banknote__linear_poly3,banknote,linear_poly3,test_seed42_ratio0.3_prefix412_of412,sha256:fa3e9b6c98a464895133f292750bb0c9212fc76ff6df273367a06942d13d794a,short_chain_3__rescale_aware,short_chain_3,rescale_aware,false,14,8192,3,35,FAILED,NONE,candidate execution failed in 3 run(s),0,3,false,0,0,0,0,0.5,0.001,0.5,412,0,1,0.0043121153,0.0043121153,0.0234581013,false,tabular_sweep_banknote_linear_poly3_short_chain_3_rescale_aware_r1;tabular_sweep_banknote_linear_poly3_short_chain_3_rescale_aware_r2;tabular_sweep_banknote_linear_poly3_short_chain_3_rescale_aware_r3
banknote__linear_poly3,banknote,linear_poly3,test_seed42_ratio0.3_prefix412_of412,sha256:fa3e9b6c98a464895133f292750bb0c9212fc76ff6df273367a06942d13d794a,short_chain_5__baseline_non_rescale,short_chain_5,baseline_non_rescale,false,14,8192,5,40,REJECTED,NONE,rejected on V_cert: decision_flips=576 error_violations=1236,3,0,true,576,1236,0.6194131478,109.597106377,0.5,0.001,0.5,412,0,1,0.0043121153,0.0043121153,0.0234581013,false,tabular_sweep_banknote_linear_poly3_short_chain_5_baseline_non_rescale_r1;tabular_sweep_banknote_linear_poly3_short_chain_5_baseline_non_rescale_r2;tabular_sweep_banknote_linear_poly3_short_chain_5_baseline_non_rescale_r3
banknote__linear_poly3,banknote,linear_poly3,test_seed42_ratio0.3_prefix412_of412,sha256:fa3e9b6c98a464895133f292750bb0c9212fc76ff6df273367a06942d13d794a,short_chain_5__rescale_aware,short_chain_5,rescale_aware,false,14,8192,5,40,FAILED,NONE,candidate execution failed in 3 run(s),0,3,false,0,0,0,0,0.5,0.001,0.5,412,0,1,0.0043121153,0.0043121153,0.0234581013,false,tabular_sweep_banknote_linear_poly3_short_chain_5_rescale_aware_r1;tabular_sweep_banknote_linear_poly3_short_chain_5_rescale_aware_r2;tabular_sweep_banknote_linear_poly3_short_chain_5_rescale_aware_r3
banknote__linear_poly3,banknote,linear_poly3,test_seed42_ratio0.3_prefix412_of412,sha256:fa3e9b6c98a464895133f292750bb0c9212fc76ff6df273367a06942d13d794a,short_chain_6_scale38__baseline_non_rescale,short_chain_6_scale38,baseline_non_rescale,false,14,8192,6,38,REJECTED,NONE,rejected on V_cert: decision_flips=576 error_violations=1236,3,0,true,576,1236,0.6193849863,126.543135525,0.5,0.001,0.5,412,0,1,0.0043121153,0.0043121153,0.0234581013,false,tabular_sweep_banknote_linear_poly3_short_chain_6_scale38_baseline_non_rescale_r1;tabular_sweep_banknote_linear_poly3_short_chain_6_scale38_baseline_non_rescale_r2;tabular_sweep_banknote_linear_poly3_short_chain_6_scale38_baseline_non_rescale_r3
banknote__linear_poly3,banknote,linear_poly3,test_seed42_ratio0.3_prefix412_of412,sha256:fa3e9b6c98a464895133f292750bb0c9212fc76ff6df273367a06942d13d794a,short_chain_6_scale38__rescale_aware,short_chain_6_scale38,rescale_aware,false,14,8192,6,38,REJECTED,NONE,rejected on V_cert: decision_flips=576 error_violations=1236,3,0,true,576,1236,0.6193848814,105.724904266,0.5,0.001,0.5,412,0,1,0.0043121153,0.0043121153,0.0234581013,false,tabular_sweep_banknote_linear_poly3_short_chain_6_scale38_rescale_aware_r1;tabular_sweep_banknote_linear_poly3_short_chain_6_scale38_rescale_aware_r2;tabular_sweep_banknote_linear_poly3_short_chain_6_scale38_rescale_aware_r3
banknote__linear_poly3,banknote,linear_poly3,test_seed42_ratio0.3_prefix412_of412,sha256:fa3e9b6c98a464895133f292750bb0c9212fc76ff6df273367a06942d13d794a,short_chain_6_scale40__baseline_non_rescale,short_chain_6_scale40,baseline_non_rescale,false,14,8192,6,40,REJECTED,NONE,rejected on V_cert: decision_flips=576 error_violations=1236,3,0,true,576,1236,0.6194135952,126.05752501,0.5,0.001,0.5,412,0,1,0.0043121153,0.0043121153,0.0234581013,false,tabular_sweep_banknote_linear_poly3_short_chain_6_scale40_baseline_non_rescale_r1;tabular_sweep_banknote_linear_poly3_short_chain_6_scale40_baseline_non_rescale_r2;tabular_sweep_banknote_linear_poly3_short_chain_6_scale40_baseline_non_rescale_r3
banknote__linear_poly3,banknote,linear_poly3,test_seed42_ratio0.3_prefix412_of412,sha256:fa3e9b6c98a464895133f292750bb0c9212fc76ff6df273367a06942d13d794a,short_chain_6_scale40__rescale_aware,short_chain_6_scale40,rescale_aware,false,14,8192,6,40,REJECTED,NONE,rejected on V_cert: decision_flips=576 error_violations=1236,3,0,true,576,1236,0.6194134903,105.828822727,0.5,0.001,0.5,412,0,1,0.0043121153,0.0043121153,0.0234581013,false,tabular_sweep_banknote_linear_poly3_short_chain_6_scale40_rescale_aware_r1;tabular_sweep_banknote_linear_poly3_short_chain_6_scale40_rescale_aware_r2;tabular_sweep_banknote_linear_poly3_short_chain_6_scale40_rescale_aware_r3
banknote__linear_poly3,banknote,linear_poly3,test_seed42_ratio0.3_prefix412_of412,sha256:fa3e9b6c98a464895133f292750bb0c9212fc76ff6df273367a06942d13d794a,short_chain_6_scale42__baseline_non_rescale,short_chain_6_scale42,baseline_non_rescale,false,14,8192,6,42,REJECTED,NONE,rejected on V_cert: decision_flips=576 error_violations=1236,3,0,true,576,1236,0.619413148,126.215557922,0.5,0.001,0.5,412,0,1,0.0043121153,0.0043121153,0.0234581013,false,tabular_sweep_banknote_linear_poly3_short_chain_6_scale42_baseline_non_rescale_r1;tabular_sweep_banknote_linear_poly3_short_chain_6_scale42_baseline_non_rescale_r2;tabular_sweep_banknote_linear_poly3_short_chain_6_scale42_baseline_non_rescale_r3
banknote__linear_poly3,banknote,linear_poly3,test_seed42_ratio0.3_prefix412_of412,sha256:fa3e9b6c98a464895133f292750bb0c9212fc76ff6df273367a06942d13d794a,short_chain_6_scale42__rescale_aware,short_chain_6_scale42,rescale_aware,false,14,8192,6,42,REJECTED,NONE,rejected on V_cert: decision_flips=576 error_violations=1236,3,0,true,576,1236,0.6194131473,105.849412859,0.5,0.001,0.5,412,0,1,0.0043121153,0.0043121153,0.0234581013,false,tabular_sweep_banknote_linear_poly3_short_chain_6_scale42_rescale_aware_r1;tabular_sweep_banknote_linear_poly3_short_chain_6_scale42_rescale_aware_r2;tabular_sweep_banknote_linear_poly3_short_chain_6_scale42_rescale_aware_r3
banknote__mlp_square_linear_score,banknote,mlp_square_linear_score,test_seed42_ratio0.3_prefix412_of412,sha256:fb9c56a6221c19e26b7e52f68b65f4cdc053e4a899a3ea40b3b322a320bfc49b,deep_chain_8_scale45__baseline_non_rescale,deep_chain_8_scale45,baseline_non_rescale,false,15,16384,8,45,SAFE,OBSERVED_VALIDATION,"zero failures, zero decision flips, and zero error violations on V_cert=412",3,0,true,0,0,1.00000008274e-10,463.798291612,0.5,0.001,0.5,412,0,1,0.012219453,0.012219453,0.0257434487,false,tabular_sweep_banknote_mlp_square_linear_score_deep_chain_8_scale45_baseline_non_rescale_r1;tabular_sweep_banknote_mlp_square_linear_score_deep_chain_8_scale45_baseline_non_rescale_r2;tabular_sweep_banknote_mlp_square_linear_score_deep_chain_8_scale45_baseline_non_rescale_r3
banknote__mlp_square_linear_score,banknote,mlp_square_linear_score,test_seed42_ratio0.3_prefix412_of412,sha256:fb9c56a6221c19e26b7e52f68b65f4cdc053e4a899a3ea40b3b322a320bfc49b,deep_chain_8_scale45__rescale_aware,deep_chain_8_scale45,rescale_aware,false,15,16384,8,45,SAFE,OBSERVED_VALIDATION,"zero failures, zero decision flips, and zero error violations on V_cert=412",3,0,true,0,0,1.00000008274e-10,478.485147815,0.5,0.001,0.5,412,0,1,0.012219453,0.012219453,0.0257434487,false,tabular_sweep_banknote_mlp_square_linear_score_deep_chain_8_scale45_rescale_aware_r1;tabular_sweep_banknote_mlp_square_linear_score_deep_chain_8_scale45_rescale_aware_r2;tabular_sweep_banknote_mlp_square_linear_score_deep_chain_8_scale45_rescale_aware_r3
banknote__mlp_square_linear_score,banknote,mlp_square_linear_score,test_seed42_ratio0.3_prefix412_of412,sha256:fb9c56a6221c19e26b7e52f68b65f4cdc053e4a899a3ea40b3b322a320bfc49b,deep_chain_9_scale45__baseline_non_rescale,deep_chain_9_scale45,baseline_non_rescale,false,15,16384,9,45,SAFE,OBSERVED_VALIDATION,"zero failures, zero decision flips, and zero error violations on V_cert=412",3,0,true,0,0,1.00000008274e-10,541.067532832,0.5,0.001,0.5,412,0,1,0.012219453,0.012219453,0.0257434487,false,tabular_sweep_banknote_mlp_square_linear_score_deep_chain_9_scale45_baseline_non_rescale_r1;tabular_sweep_banknote_mlp_square_linear_score_deep_chain_9_scale45_baseline_non_rescale_r2;tabular_sweep_banknote_mlp_square_linear_score_deep_chain_9_scale45_baseline_non_rescale_r3
banknote__mlp_square_linear_score,banknote,mlp_square_linear_score,test_seed42_ratio0.3_prefix412_of412,sha256:fb9c56a6221c19e26b7e52f68b65f4cdc053e4a899a3ea40b3b322a320bfc49b,deep_chain_9_scale45__rescale_aware,deep_chain_9_scale45,rescale_aware,false,15,16384,9,45,SAFE,OBSERVED_VALIDATION,"zero failures, zero decision flips, and zero error violations on V_cert=412",3,0,true,0,0,1.00000008274e-10,581.757780477,0.5,0.001,0.5,412,0,1,0.012219453,0.012219453,0.0257434487,false,tabular_sweep_banknote_mlp_square_linear_score_deep_chain_9_scale45_rescale_aware_r1;tabular_sweep_banknote_mlp_square_linear_score_deep_chain_9_scale45_rescale_aware_r2;tabular_sweep_banknote_mlp_square_linear_score_deep_chain_9_scale45_rescale_aware_r3
banknote__mlp_square_linear_score,banknote,mlp_square_linear_score,test_seed42_ratio0.3_prefix412_of412,sha256:fb9c56a6221c19e26b7e52f68b65f4cdc053e4a899a3ea40b3b322a320bfc49b,default__baseline_non_rescale,default,baseline_non_rescale,false,14,8192,7,45,SAFE,OBSERVED_VALIDATION,"zero failures, zero decision flips, and zero error violations on V_cert=412",3,0,true,0,0,1.00000008274e-10,201.470674054,0.5,0.001,0.5,412,0,1,0.012219453,0.012219453,0.0257434487,false,tabular_sweep_banknote_mlp_square_linear_score_default_baseline_non_rescale_r1;tabular_sweep_banknote_mlp_square_linear_score_default_baseline_non_rescale_r2;tabular_sweep_banknote_mlp_square_linear_score_default_baseline_non_rescale_r3
banknote__mlp_square_linear_score,banknote,mlp_square_linear_score,test_seed42_ratio0.3_prefix412_of412,sha256:fb9c56a6221c19e26b7e52f68b65f4cdc053e4a899a3ea40b3b322a320bfc49b,default__rescale_aware,default,rescale_aware,true,14,8192,7,45,SAFE,OBSERVED_VALIDATION,"zero failures, zero decision flips, and zero error violations on V_cert=412",3,0,true,0,0,1.00000008274e-10,205.366783765,0.5,0.001,0.5,412,0,1,0.012219453,0.012219453,0.0257434487,false,tabular_sweep_banknote_mlp_square_linear_score_default_rescale_aware_r1;tabular_sweep_banknote_mlp_square_linear_score_default_rescale_aware_r2;tabular_sweep_banknote_mlp_square_linear_score_default_rescale_aware_r3
banknote__mlp_square_linear_score,banknote,mlp_square_linear_score,test_seed42_ratio0.3_prefix412_of412,sha256:fb9c56a6221c19e26b7e52f68b65f4cdc053e4a899a3ea40b3b322a320bfc49b,scale38__baseline_non_rescale,scale38,baseline_non_rescale,false,14,8192,7,38,SAFE,OBSERVED_VALIDATION,"zero failures, zero decision flips, and zero error violations on V_cert=412",3,0,true,0,0,5.19999998616e-09,201.306420637,0.5,0.001,0.5,412,0,1,0.012219453,0.012219453,0.0257434487,false,tabular_sweep_banknote_mlp_square_linear_score_scale38_baseline_non_rescale_r1;tabular_sweep_banknote_mlp_square_linear_score_scale38_baseline_non_rescale_r2;tabular_sweep_banknote_mlp_square_linear_score_scale38_baseline_non_rescale_r3
banknote__mlp_square_linear_score,banknote,mlp_square_linear_score,test_seed42_ratio0.3_prefix412_of412,sha256:fb9c56a6221c19e26b7e52f68b65f4cdc053e4a899a3ea40b3b322a320bfc49b,scale38__rescale_aware,scale38,rescale_aware,false,14,8192,7,38,SAFE,OBSERVED_VALIDATION,"zero failures, zero decision flips, and zero error violations on V_cert=412",3,0,true,0,0,3.300000051e-09,211.746249847,0.5,0.001,0.5,412,0,1,0.012219453,0.012219453,0.0257434487,false,tabular_sweep_banknote_mlp_square_linear_score_scale38_rescale_aware_r1;tabular_sweep_banknote_mlp_square_linear_score_scale38_rescale_aware_r2;tabular_sweep_banknote_mlp_square_linear_score_scale38_rescale_aware_r3
banknote__mlp_square_linear_score,banknote,mlp_square_linear_score,test_seed42_ratio0.3_prefix412_of412,sha256:fb9c56a6221c19e26b7e52f68b65f4cdc053e4a899a3ea40b3b322a320bfc49b,scale40__baseline_non_rescale,scale40,baseline_non_rescale,false,14,8192,7,40,SAFE,OBSERVED_VALIDATION,"zero failures, zero decision flips, and zero error violations on V_cert=412",3,0,true,0,0,1.59999991034e-09,201.471453981,0.5,0.001,0.5,412,0,1,0.012219453,0.012219453,0.0257434487,false,tabular_sweep_banknote_mlp_square_linear_score_scale40_baseline_non_rescale_r1;tabular_sweep_banknote_mlp_square_linear_score_scale40_baseline_non_rescale_r2;tabular_sweep_banknote_mlp_square_linear_score_scale40_baseline_non_rescale_r3
banknote__mlp_square_linear_score,banknote,mlp_square_linear_score,test_seed42_ratio0.3_prefix412_of412,sha256:fb9c56a6221c19e26b7e52f68b65f4cdc053e4a899a3ea40b3b322a320bfc49b,scale40__rescale_aware,scale40,rescale_aware,false,14,8192,7,40,SAFE,OBSERVED_VALIDATION,"zero failures, zero decision flips, and zero error violations on V_cert=412",3,0,true,0,0,1.50000001309e-09,211.607724037,0.5,0.001,0.5,412,0,1,0.012219453,0.012219453,0.0257434487,false,tabular_sweep_banknote_mlp_square_linear_score_scale40_rescale_aware_r1;tabular_sweep_banknote_mlp_square_linear_score_scale40_rescale_aware_r2;tabular_sweep_banknote_mlp_square_linear_score_scale40_rescale_aware_r3
banknote__mlp_square_linear_score,banknote,mlp_square_linear_score,test_seed42_ratio0.3_prefix412_of412,sha256:fb9c56a6221c19e26b7e52f68b65f4cdc053e4a899a3ea40b3b322a320bfc49b,scale42__baseline_non_rescale,scale42,baseline_non_rescale,false,14,8192,7,42,SAFE,OBSERVED_VALIDATION,"zero failures, zero decision flips, and zero error violations on V_cert=412",3,0,true,0,0,4.00000033096e-10,201.490444582,0.5,0.001,0.5,412,0,1,0.012219453,0.012219453,0.0257434487,false,tabular_sweep_banknote_mlp_square_linear_score_scale42_baseline_non_rescale_r1;tabular_sweep_banknote_mlp_square_linear_score_scale42_baseline_non_rescale_r2;tabular_sweep_banknote_mlp_square_linear_score_scale42_baseline_non_rescale_r3
banknote__mlp_square_linear_score,banknote,mlp_square_linear_score,test_seed42_ratio0.3_prefix412_of412,sha256:fb9c56a6221c19e26b7e52f68b65f4cdc053e4a899a3ea40b3b322a320bfc49b,scale42__rescale_aware,scale42,rescale_aware,false,14,8192,7,42,SAFE,OBSERVED_VALIDATION,"zero failures, zero decision flips, and zero error violations on V_cert=412",3,0,true,0,0,4.99999930348e-10,211.653773638,0.5,0.001,0.5,412,0,1,0.012219453,0.012219453,0.0257434487,false,tabular_sweep_banknote_mlp_square_linear_score_scale42_rescale_aware_r1;tabular_sweep_banknote_mlp_square_linear_score_scale42_rescale_aware_r2;tabular_sweep_banknote_mlp_square_linear_score_scale42_rescale_aware_r3
banknote__mlp_square_linear_score,banknote,mlp_square_linear_score,test_seed42_ratio0.3_prefix412_of412,sha256:fb9c56a6221c19e26b7e52f68b65f4cdc053e4a899a3ea40b3b322a320bfc49b,short_chain_3__baseline_non_rescale,short_chain_3,baseline_non_rescale,false,14,8192,3,35,REJECTED,NONE,rejected on V_cert: decision_flips=549 error_violations=1236,3,0,true,549,1236,0.6212435602,101.138705159,0.5,0.001,0.5,412,0,1,0.012219453,0.012219453,0.0257434487,false,tabular_sweep_banknote_mlp_square_linear_score_short_chain_3_baseline_non_rescale_r1;tabular_sweep_banknote_mlp_square_linear_score_short_chain_3_baseline_non_rescale_r2;tabular_sweep_banknote_mlp_square_linear_score_short_chain_3_baseline_non_rescale_r3
banknote__mlp_square_linear_score,banknote,mlp_square_linear_score,test_seed42_ratio0.3_prefix412_of412,sha256:fb9c56a6221c19e26b7e52f68b65f4cdc053e4a899a3ea40b3b322a320bfc49b,short_chain_3__rescale_aware,short_chain_3,rescale_aware,false,14,8192,3,35,REJECTED,NONE,rejected on V_cert: decision_flips=549 error_violations=1236,3,0,true,549,1236,0.6212435602,75.5817784126,0.5,0.001,0.5,412,0,1,0.012219453,0.012219453,0.0257434487,false,tabular_sweep_banknote_mlp_square_linear_score_short_chain_3_rescale_aware_r1;tabular_sweep_banknote_mlp_square_linear_score_short_chain_3_rescale_aware_r2;tabular_sweep_banknote_mlp_square_linear_score_short_chain_3_rescale_aware_r3
banknote__mlp_square_linear_score,banknote,mlp_square_linear_score,test_seed42_ratio0.3_prefix412_of412,sha256:fb9c56a6221c19e26b7e52f68b65f4cdc053e4a899a3ea40b3b322a320bfc49b,short_chain_5__baseline_non_rescale,short_chain_5,baseline_non_rescale,false,14,8192,5,40,REJECTED,NONE,rejected on V_cert: decision_flips=549 error_violations=1236,3,0,true,549,1236,0.6212435592,148.721446841,0.5,0.001,0.5,412,0,1,0.012219453,0.012219453,0.0257434487,false,tabular_sweep_banknote_mlp_square_linear_score_short_chain_5_baseline_non_rescale_r1;tabular_sweep_banknote_mlp_square_linear_score_short_chain_5_baseline_non_rescale_r2;tabular_sweep_banknote_mlp_square_linear_score_short_chain_5_baseline_non_rescale_r3
