row_id,label,scaled_logit,polynomial_score,plaintext_decision,materialization_schema,source_data_sha256,source_model_sha256,source_feature_space,preprocessing_method,x_0,x_1,x_2,x_3
19,0,-0.48788866707636769,0.40388593258595556,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.16167277867999999,1.1110474299040001,-0.62513806168800001,-0.12663069126599999
21,0,-0.38540710741369,0.42407479983950308,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.2465467065069999,-0.35050368683499999,-0.20936573228399999,0.81749800434999997
22,1,0.29483768550189904,0.55808302404387411,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-1.6526980693490001,-1.7194628323279999,2.4654050199739999,-0.19143759229900001
23,1,0.14882653925289091,0.5293188282328195,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.21020937446400001,-0.25509399606700001,-0.38858611963099998,0.50710253623799995
24,1,0.28477192816964603,0.55610006984942029,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-2.252949091349,0.79937349645,-0.158327475508,-2.6147766456350001
25,0,-0.51848690286578614,0.39785808013544011,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.705839272298,0.31913162715100002,-0.710705836649,1.087806729555
27,0,-0.49389966101807714,0.40270176677943881,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.165451654518,-0.28265641613100001,0.14790435611899999,1.5542923389750001
31,0,-0.60594502134777406,0.3806288307944885,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.3191701904290001,1.606829449301,-1.251329224474,-1.5009378605849999
33,1,0.21993919452837812,0.54332802132209046,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-2.3079264044430001,1.2651169180199999,-0.41331944489099998,-2.4666943084450001
36,1,0.5574035650480561,0.60980850231446704,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-1.241668835322,-0.33283539002700002,-0.15616708965000001,0.54659465912500005
37,0,-0.40874572520387059,0.41947709213483747,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.3792445050569999,-0.72366367570400003,0.077227894069000005,1.006946042434
40,1,0.29582877664508839,0.55827826899908239,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-1.2604398616600001,-0.21834239493900001,0.30611882837600002,0.45958542920000001
41,1,0.26875547444602532,0.55294482846586701,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.154556093511,0.103226003314,-0.98690532658899999,0.27630788618399998
46,0,-0.51759541754039617,0.39803370274454197,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.680600326772,0.23396818919500001,-0.62768103973900002,1.1297546426680001
47,0,-0.59192559780234022,0.38339065723293897,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.92779077610799998,0.67250780954900002,-0.43118214747200001,-0.140231550467
52,1,0.3934272032034043,0.57750515903107069,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.422967357933,-0.62401886710700005,-0.392315820772,0.51388864914499999
56,0,-0.55120292309376451,0.39141302415052837,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.50203296523499996,-0.32223415284899998,0.78999485915199996,0.410832314255
57,0,-0.65213276004019038,0.37152984627208252,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.70412028811399996,0.84601102383299998,-0.32007760364400001,0.78726114684299997
60,1,0.18169669728977378,0.53579424936608544,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.72518439714899996,-2.0095854807000002,1.5443658615389999,0.057243380662
61,1,0.51721030158392944,0.60189042941203408,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-1.7866964820839999,0.26718312539400002,-0.16048557039399999,0.120799957094
62,0,-0.54448904169093248,0.39273565878688632,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.2439454781379999,1.5859783248279999,-1.311787954895,-1.689154662994
63,1,0.30704781685491689,0.56048841992041865,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.48481683516500002,-0.327888157628,-0.35953431362600002,0.83909712320600005
65,1,0.33227720959262136,0.56545861028974642,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-2.4267744195160001,0.77888099082600004,-0.065087237941000006,-2.5851410892720001
66,0,-0.47888540702281102,0.40565957481650622,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.99271603012700005,-0.16639730859900001,0.048774031551999997,0.76072754082399996
72,1,0.35684775435410243,0.5702990076077582,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.16900908075599999,0.258354270888,-1.328855690463,-1.462664565571
73,0,-0.50526004043937833,0.40046377203344247,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.216421669856,1.414234050611,-1.255636250362,-1.624968152031
76,1,0.2518439354148021,0.54961325527671601,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.68493566089900004,0.239979324178,-0.76470402823700001,-1.068335093383
77,0,-0.68021934741516565,0.36599678855921236,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.37411580260600003,1.029060330319,-0.246857476253,-0.47471724217299999
83,0,-0.39580254573987739,0.42202689848924413,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.57821499430300005,-0.012676193077999999,1.270732259361,0.90759295903299997
84,1,0.46031376277626551,0.59068181126692432,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-1.686935858961,0.24846663692400001,-0.13634102473699999,0.096733594655999997
85,0,-0.56437250872728939,0.38881861578072396,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.325708413086,0.10392616392200001,-0.20210106255400001,0.74529891703600004
88,0,-0.41643023977286425,0.41796324276474572,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.95770490235100003,1.016337899744,-1.123149384874,-0.0069431303020000001
92,0,-0.6010841587379423,0.38158642072862536,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.12737171594499999,1.426956481186,-0.65496650693500003,-1.339875054263
93,1,0.3342569431605249,0.56584861780262341,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-1.1523131256750001,0.237503146415,-0.52756559754900001,-0.92827010477500005
94,0,-0.51622827940019445,0.39830302895816172,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.57669524976999997,0.71596899855999996,-0.44570919596000003,-0.491372329404
96,1,0.40783196314722914,0.58034289674000417,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.49265215683300001,0.19050700018399999,-1.1396214679250001,-1.071437043727
97,0,-0.62376236242311522,0.37711881460264629,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.085277513622999998,0.92022804836799998,-0.049783550209999999,0.31580287240999999
98,1,0.34290349290335853,0.56755198810196161,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.174405469614,0.28591669095200001,-1.3229678944350001,-1.5317664747719999
103,1,0.53453653200610463,0.60530369680520257,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-1.9159494106320001,0.24139672248399999,-0.069806638648000005,-0.116179504723
106,1,0.43406353287179067,0.58551051597574277,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.97940174261000001,-0.37453285738699998,-0.0075609506780000002,1.2297328883700001
110,1,0.17662073130690553,0.53479428406746043,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.13517659064500001,-0.284070399019,-0.42176167382700003,1.035951664266
111,1,0.5269223696044335,0.6038037068120734,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-1.079092062263,-0.61341399544700004,0.030904456058000001,0.72925467541099998
112,1,0.4949180824213556,0.5974988622370071,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-1.43205063054,-1.724773806702,1.9966493992309999,1.03471565636
113,0,-0.35159029890324889,0.43073671111605993,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.83351382360100001,-1.015545264142,0.51734637459800004,0.41762319939300002
123,0,-0.69325111366284897,0.36342953060841876,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.65592725981900002,0.95697794178700002,-0.309673845153,-0.25810566353800002
125,1,0.230144985876852,0.5453385622177398,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.97282836821800001,-1.1321646982310001,1.141177837031,0.62619834052099999
127,0,-0.41442993320484428,0.41835730315864567,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.008780372892,-1.0215563991250001,0.68713025150200002,1.083463999073
129,1,0.29709019173918355,0.55852676777261911,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-1.148376131387,-2.1170174414340002,1.7540126376209999,-0.35989735713299997
130,0,-0.60399565213184014,0.38101285653002748,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.054263138082999998,1.451701181727,-0.63473723108799995,-1.2954455808750001
132,0,-0.52754344637659678,0.39607394106381044,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.50449358666499999,-0.243078556936,0.75132326500699997,1.092101737723
135,0,-0.67387302404057015,0.36724701426400769,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.083400410989000001,1.58527816422,-0.63004074009199995,-1.3707036684509999
136,0,-0.62973100168575269,0.37594299266790671,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.97180074797100002,0.86156825101900003,-0.55288082949799999,0.68482520202300001
137,1,0.46133828340350852,0.59088364183049114,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-1.258049543699,-0.41305022941699998,0.233678318489,0.94338469377099998
138,0,-0.492002107525082,0.40307558481755884,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.19663469402799999,1.106812312075,-0.63416448828299998,-0.21491697028699999
139,1,0.3443447946325271,0.56783592454260789,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.45145080857300002,0.25871288973599998,-1.111946535622,-1.1245042557660001
140,0,-0.54745122997553497,0.39215210769481962,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.038744836800000002,0.85379817596999996,-0.070768846558999995,0.25038989800200001
141,0,-0.65246427034762744,0.37146453874151741,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.4201611242659999,1.07252151933,-0.87659506248300001,-0.124817243373
143,0,-0.52858557775287629,0.39586864118268339,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.070049846501,1.149214721628,-1.0646379799879999,-0.00016656185800000001
144,1,0.24280722167842278,0.54783302267064926,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-1.9772188842409999,0.81315470648199994,-0.32478875685500003,-2.5388504456769998
148,0,-0.53127098981972853,0.39533961500551346,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,1.444802490302,1.416010067765,-1.2797830869910001,-1.5385430432160001
151,1,0.28254721574758146,0.55566180150227351,true,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-1.5591593032710001,-1.3607927526429999,1.9995818423889999,0.088692384917999995
156,0,-0.06202768016048163,0.48778054700838513,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,-0.044295295711999999,-0.20101939685100001,-0.13986453846899999,0.36085273586700001
157,0,-0.52556753589022864,0.39646319542962494,false,flipguard_tabular_validation_v2,sha256:e54051db9ee48fb0aef9de3f276efb2fa94d52c613b2999bdf82a3b34cce9786,sha256:4f8ce6d8ca23d87fc4d3623b97f235f3836ca4c0964286f4a1c634427e1d8e31,model_input,identity_model_input_v1,0.91499554467099997,0.20924056574200001,-0.128095819326,0.77985464386799996
