model_id,model_role,signature_id,log_n,object_type,exact_modulus_bit_length,exact_log2_modulus,static_v2_object_admission,static_v2_final_admission,candidate_sources,candidate_ids,estimator_status,minimum_log2_rop,attack_success_count,attack_failure_count
current-3e48ef4,CURRENT_ESTIMATOR_SENSITIVITY,411e6d78493061e1,13,CIPHERTEXT_Q,144,143.6437490105235,PASS,PASS,direct,synth_analysis_minimum_rescale_N13_Q7_S20_1245fee766ad|synth_analysis_minimum_rescale_N13_Q7_S20_6620abbbb624|synth_analysis_minimum_rescale_N13_Q7_S20_6cfedb1337de|synth_analysis_minimum_rescale_N13_Q7_S20_b10765d6500e|synth_analysis_minimum_rescale_N13_Q7_S20_e069b1a71dbf,PASS_ESTIMATOR_MODEL,203.335167532833,3,0
current-3e48ef4,CURRENT_ESTIMATOR_SENSITIVITY,411e6d78493061e1,13,EVALUATION_KEY_QP,174,173.6436829690177,PASS,PASS,direct,synth_analysis_minimum_rescale_N13_Q7_S20_1245fee766ad|synth_analysis_minimum_rescale_N13_Q7_S20_6620abbbb624|synth_analysis_minimum_rescale_N13_Q7_S20_6cfedb1337de|synth_analysis_minimum_rescale_N13_Q7_S20_b10765d6500e|synth_analysis_minimum_rescale_N13_Q7_S20_e069b1a71dbf,PASS_ESTIMATOR_MODEL,164.209010244996,3,0
current-3e48ef4,CURRENT_ESTIMATOR_SENSITIVITY,6a8cbec7274c4b7b,14,CIPHERTEXT_Q,149,148.0000000087414,PASS,PASS,catalog,short_chain_3,PASS_ESTIMATOR_MODEL,439.116573585601,3,0
current-3e48ef4,CURRENT_ESTIMATOR_SENSITIVITY,6a8cbec7274c4b7b,14,EVALUATION_KEY_QP,260,259.0000000087473,PASS,PASS,catalog,short_chain_3,PASS_ESTIMATOR_MODEL,230.326724154721,3,0
current-3e48ef4,CURRENT_ESTIMATOR_SENSITIVITY,78f590e8e6b6e686,15,CIPHERTEXT_Q,376,375.0000001652727,PASS,PASS,catalog,deep_chain_8_scale45,PASS_ESTIMATOR_MODEL,337.031836389404,3,0
current-3e48ef4,CURRENT_ESTIMATOR_SENSITIVITY,78f590e8e6b6e686,15,EVALUATION_KEY_QP,487,486.0000001652818,PASS,PASS,catalog,deep_chain_8_scale45,PASS_ESTIMATOR_MODEL,249.433135461412,3,0
current-3e48ef4,CURRENT_ESTIMATOR_SENSITIVITY,f7bf806ad6d476b5,14,CIPHERTEXT_Q,285,284.0000000477063,PASS,PASS,catalog,short_chain_6_scale38|short_chain_6_scale40|short_chain_6_scale42,PASS_ESTIMATOR_MODEL,207.261469305889,3,0
current-3e48ef4,CURRENT_ESTIMATOR_SENSITIVITY,f7bf806ad6d476b5,14,EVALUATION_KEY_QP,396,395.0000000477122,PASS,PASS,catalog,short_chain_6_scale38|short_chain_6_scale40|short_chain_6_scale42,PASS_ESTIMATOR_MODEL,143.293035307086,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,073a139bf68f6cfc,15,CIPHERTEXT_Q,421,420.0000000335985,PASS,PASS,catalog,deep_chain_9_scale45,PASS_ESTIMATOR_MODEL,295.299952585424,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,073a139bf68f6cfc,15,EVALUATION_KEY_QP,532,531.0000000336077,PASS,PASS,catalog,deep_chain_9_scale45,PASS_ESTIMATOR_MODEL,225.48937985442,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,0a6c84271febd43c,13,CIPHERTEXT_Q,171,170.9672022009456,PASS,PASS,direct,synth_repair_scale_1_rescale_N13_Q7_S24_0e8dd22d71bf|synth_repair_scale_1_rescale_N13_Q7_S24_1a5f9eb0573f|synth_repair_scale_1_rescale_N13_Q7_S24_24fcbcea0c1f|synth_repair_scale_1_rescale_N13_Q7_S24_3278ebe978f2|synth_repair_scale_1_rescale_N13_Q7_S24_44b57e556da9|synth_repair_scale_1_rescale_N13_Q7_S24_4df9265b02c0|synth_repair_scale_1_rescale_N13_Q7_S24_50f4079fb1f8|synth_repair_scale_1_rescale_N13_Q7_S24_52f43f9afafa|synth_repair_scale_1_rescale_N13_Q7_S24_5b03bef84ce4|synth_repair_scale_1_rescale_N13_Q7_S24_6b95ea1ec75b|synth_repair_scale_1_rescale_N13_Q7_S24_77b6cebc7ed5|synth_repair_scale_1_rescale_N13_Q7_S24_7a9253ddb5f1|synth_repair_scale_1_rescale_N13_Q7_S24_8d14b4c6f5fe|synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c|synth_repair_scale_1_rescale_N13_Q7_S24_b7caada3de51|synth_repair_scale_1_rescale_N13_Q7_S24_bb6a1f909bb7|synth_repair_scale_1_rescale_N13_Q7_S24_c6ed1f915412|synth_repair_scale_1_rescale_N13_Q7_S24_cabfebc33906|synth_repair_scale_1_rescale_N13_Q7_S24_d83530e1c9c4|synth_repair_scale_1_rescale_N13_Q7_S24_d84de52a7b18,PASS_ESTIMATOR_MODEL,167.128938821712,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,0a6c84271febd43c,13,EVALUATION_KEY_QP,201,200.9671361594397,PASS,PASS,direct,synth_repair_scale_1_rescale_N13_Q7_S24_0e8dd22d71bf|synth_repair_scale_1_rescale_N13_Q7_S24_1a5f9eb0573f|synth_repair_scale_1_rescale_N13_Q7_S24_24fcbcea0c1f|synth_repair_scale_1_rescale_N13_Q7_S24_3278ebe978f2|synth_repair_scale_1_rescale_N13_Q7_S24_44b57e556da9|synth_repair_scale_1_rescale_N13_Q7_S24_4df9265b02c0|synth_repair_scale_1_rescale_N13_Q7_S24_50f4079fb1f8|synth_repair_scale_1_rescale_N13_Q7_S24_52f43f9afafa|synth_repair_scale_1_rescale_N13_Q7_S24_5b03bef84ce4|synth_repair_scale_1_rescale_N13_Q7_S24_6b95ea1ec75b|synth_repair_scale_1_rescale_N13_Q7_S24_77b6cebc7ed5|synth_repair_scale_1_rescale_N13_Q7_S24_7a9253ddb5f1|synth_repair_scale_1_rescale_N13_Q7_S24_8d14b4c6f5fe|synth_repair_scale_1_rescale_N13_Q7_S24_940085e2ae5c|synth_repair_scale_1_rescale_N13_Q7_S24_b7caada3de51|synth_repair_scale_1_rescale_N13_Q7_S24_bb6a1f909bb7|synth_repair_scale_1_rescale_N13_Q7_S24_c6ed1f915412|synth_repair_scale_1_rescale_N13_Q7_S24_cabfebc33906|synth_repair_scale_1_rescale_N13_Q7_S24_d83530e1c9c4|synth_repair_scale_1_rescale_N13_Q7_S24_d84de52a7b18,PASS_ESTIMATOR_MODEL,139.682707351216,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,0a8004fc7d412eda,14,CIPHERTEXT_Q,331,330.0000000356138,PASS,FAIL,catalog,default|scale38|scale40|scale42,PASS_ESTIMATOR_MODEL,175.140157093127,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,0a8004fc7d412eda,14,EVALUATION_KEY_QP,442,441.0000000356197,FAIL,FAIL,catalog,default|scale38|scale40|scale42,FAIL_ESTIMATOR_MODEL,126.961484896633,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,14ff69d36eccf586,14,CIPHERTEXT_Q,240,239.0000000208340,PASS,PASS,catalog,short_chain_5,PASS_ESTIMATOR_MODEL,252.532514813372,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,14ff69d36eccf586,14,EVALUATION_KEY_QP,351,350.0000000208399,PASS,PASS,catalog,short_chain_5,PASS_ESTIMATOR_MODEL,163.752572159342,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,1aa09dc2a619cdf1,13,CIPHERTEXT_Q,124,123.4539232454095,PASS,PASS,direct,synth_analysis_minimum_rescale_N13_Q6_S20_0a724afc6c22|synth_analysis_minimum_rescale_N13_Q6_S20_0a7f04d55af9|synth_analysis_minimum_rescale_N13_Q6_S20_125eaf89ec9a|synth_analysis_minimum_rescale_N13_Q6_S20_1893fb70e490|synth_analysis_minimum_rescale_N13_Q6_S20_3d287ebd064d|synth_analysis_minimum_rescale_N13_Q6_S20_410391a92584|synth_analysis_minimum_rescale_N13_Q6_S20_417fd14390cd|synth_analysis_minimum_rescale_N13_Q6_S20_5181717725fd|synth_analysis_minimum_rescale_N13_Q6_S20_53fdc19676be|synth_analysis_minimum_rescale_N13_Q6_S20_60e1d89bca4f|synth_analysis_minimum_rescale_N13_Q6_S20_6d755fca5e14|synth_analysis_minimum_rescale_N13_Q6_S20_75879362be96|synth_analysis_minimum_rescale_N13_Q6_S20_8094986b7a00|synth_analysis_minimum_rescale_N13_Q6_S20_85d1a36f9370|synth_analysis_minimum_rescale_N13_Q6_S20_9c960732c5c0|synth_analysis_minimum_rescale_N13_Q6_S20_a1a2f8ac0526|synth_analysis_minimum_rescale_N13_Q6_S20_a9a3b0081a20|synth_analysis_minimum_rescale_N13_Q6_S20_bbfdc7e5ffb9|synth_analysis_minimum_rescale_N13_Q6_S20_cfec66f693fd|synth_analysis_minimum_rescale_N13_Q6_S20_d403feb5824c|synth_analysis_minimum_rescale_N13_Q6_S20_db84d5be9564|synth_analysis_minimum_rescale_N13_Q6_S20_eda7715b34f1|synth_analysis_minimum_rescale_N13_Q6_S20_ef6827811dc9|synth_analysis_minimum_rescale_N13_Q6_S20_f4d2820335af|synth_analysis_minimum_rescale_N13_Q6_S20_fc30b5ace58f,PASS_ESTIMATOR_MODEL,241.292533951087,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,1aa09dc2a619cdf1,13,EVALUATION_KEY_QP,154,153.4538572039037,PASS,PASS,direct,synth_analysis_minimum_rescale_N13_Q6_S20_0a724afc6c22|synth_analysis_minimum_rescale_N13_Q6_S20_0a7f04d55af9|synth_analysis_minimum_rescale_N13_Q6_S20_125eaf89ec9a|synth_analysis_minimum_rescale_N13_Q6_S20_1893fb70e490|synth_analysis_minimum_rescale_N13_Q6_S20_3d287ebd064d|synth_analysis_minimum_rescale_N13_Q6_S20_410391a92584|synth_analysis_minimum_rescale_N13_Q6_S20_417fd14390cd|synth_analysis_minimum_rescale_N13_Q6_S20_5181717725fd|synth_analysis_minimum_rescale_N13_Q6_S20_53fdc19676be|synth_analysis_minimum_rescale_N13_Q6_S20_60e1d89bca4f|synth_analysis_minimum_rescale_N13_Q6_S20_6d755fca5e14|synth_analysis_minimum_rescale_N13_Q6_S20_75879362be96|synth_analysis_minimum_rescale_N13_Q6_S20_8094986b7a00|synth_analysis_minimum_rescale_N13_Q6_S20_85d1a36f9370|synth_analysis_minimum_rescale_N13_Q6_S20_9c960732c5c0|synth_analysis_minimum_rescale_N13_Q6_S20_a1a2f8ac0526|synth_analysis_minimum_rescale_N13_Q6_S20_a9a3b0081a20|synth_analysis_minimum_rescale_N13_Q6_S20_bbfdc7e5ffb9|synth_analysis_minimum_rescale_N13_Q6_S20_cfec66f693fd|synth_analysis_minimum_rescale_N13_Q6_S20_d403feb5824c|synth_analysis_minimum_rescale_N13_Q6_S20_db84d5be9564|synth_analysis_minimum_rescale_N13_Q6_S20_eda7715b34f1|synth_analysis_minimum_rescale_N13_Q6_S20_ef6827811dc9|synth_analysis_minimum_rescale_N13_Q6_S20_f4d2820335af|synth_analysis_minimum_rescale_N13_Q6_S20_fc30b5ace58f,PASS_ESTIMATOR_MODEL,188.735830245085,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,411e6d78493061e1,13,CIPHERTEXT_Q,144,143.6437490105235,PASS,PASS,direct,synth_analysis_minimum_rescale_N13_Q7_S20_1245fee766ad|synth_analysis_minimum_rescale_N13_Q7_S20_6620abbbb624|synth_analysis_minimum_rescale_N13_Q7_S20_6cfedb1337de|synth_analysis_minimum_rescale_N13_Q7_S20_b10765d6500e|synth_analysis_minimum_rescale_N13_Q7_S20_e069b1a71dbf,PASS_ESTIMATOR_MODEL,203.335167532833,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,411e6d78493061e1,13,EVALUATION_KEY_QP,174,173.6436829690177,PASS,PASS,direct,synth_analysis_minimum_rescale_N13_Q7_S20_1245fee766ad|synth_analysis_minimum_rescale_N13_Q7_S20_6620abbbb624|synth_analysis_minimum_rescale_N13_Q7_S20_6cfedb1337de|synth_analysis_minimum_rescale_N13_Q7_S20_b10765d6500e|synth_analysis_minimum_rescale_N13_Q7_S20_e069b1a71dbf,PASS_ESTIMATOR_MODEL,164.209010244996,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,6a8cbec7274c4b7b,14,CIPHERTEXT_Q,149,148.0000000087414,PASS,PASS,catalog,short_chain_3,PASS_ESTIMATOR_MODEL,439.116573585601,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,6a8cbec7274c4b7b,14,EVALUATION_KEY_QP,260,259.0000000087473,PASS,PASS,catalog,short_chain_3,PASS_ESTIMATOR_MODEL,230.326724154721,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,78f590e8e6b6e686,15,CIPHERTEXT_Q,376,375.0000001652727,PASS,PASS,catalog,deep_chain_8_scale45,PASS_ESTIMATOR_MODEL,337.031836389404,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,78f590e8e6b6e686,15,EVALUATION_KEY_QP,487,486.0000001652818,PASS,PASS,catalog,deep_chain_8_scale45,PASS_ESTIMATOR_MODEL,249.433135461412,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,f7bf806ad6d476b5,14,CIPHERTEXT_Q,285,284.0000000477063,PASS,PASS,catalog,short_chain_6_scale38|short_chain_6_scale40|short_chain_6_scale42,PASS_ESTIMATOR_MODEL,207.261469305889,3,0
guidelines-pinned-8f1ff7e,GUIDELINE_PINNED_REPLAY,f7bf806ad6d476b5,14,EVALUATION_KEY_QP,396,395.0000000477122,PASS,PASS,catalog,short_chain_6_scale38|short_chain_6_scale40|short_chain_6_scale42,PASS_ESTIMATOR_MODEL,143.295229318397,3,0
