run_id,split_seed,dataset_id,model_id,profile,path,evaluation_mode,candidate_id,tag,status,exit_code,summary_path,records_path,stdout_log
full,0,banknote,linear_poly3,deep_chain_9_scale45,baseline_non_rescale,naive,deep_chain_9_scale45__baseline_non_rescale,thesisv1_full_seed0_banknote_linear_poly3_deep_chain_9_scale45_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_deep_chain_9_scale45_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_deep_chain_9_scale45_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_linear_poly3_deep_chain_9_scale45_baseline_non_rescale.txt
full,0,banknote,linear_poly3,deep_chain_9_scale45,rescale_aware,rescale,deep_chain_9_scale45__rescale_aware,thesisv1_full_seed0_banknote_linear_poly3_deep_chain_9_scale45_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_deep_chain_9_scale45_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_deep_chain_9_scale45_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_linear_poly3_deep_chain_9_scale45_rescale_aware.txt
full,0,banknote,linear_poly3,short_chain_6_scale42,baseline_non_rescale,naive,short_chain_6_scale42__baseline_non_rescale,thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale42_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale42_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale42_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale42_baseline_non_rescale.txt
full,0,banknote,linear_poly3,short_chain_6_scale42,rescale_aware,rescale,short_chain_6_scale42__rescale_aware,thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale42_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale42_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale42_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale42_rescale_aware.txt
full,0,banknote,linear_poly3,short_chain_6_scale40,baseline_non_rescale,naive,short_chain_6_scale40__baseline_non_rescale,thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale40_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale40_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale40_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale40_baseline_non_rescale.txt
full,0,banknote,linear_poly3,short_chain_6_scale40,rescale_aware,rescale,short_chain_6_scale40__rescale_aware,thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale40_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale40_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale40_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale40_rescale_aware.txt
full,0,banknote,linear_poly3,short_chain_6_scale38,baseline_non_rescale,naive,short_chain_6_scale38__baseline_non_rescale,thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale38_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale38_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale38_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale38_baseline_non_rescale.txt
full,0,banknote,linear_poly3,short_chain_6_scale38,rescale_aware,rescale,short_chain_6_scale38__rescale_aware,thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale38_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale38_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale38_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_linear_poly3_short_chain_6_scale38_rescale_aware.txt
full,0,banknote,linear_poly3,short_chain_5,baseline_non_rescale,naive,short_chain_5__baseline_non_rescale,thesisv1_full_seed0_banknote_linear_poly3_short_chain_5_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_5_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_5_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_linear_poly3_short_chain_5_baseline_non_rescale.txt
full,0,banknote,linear_poly3,short_chain_5,rescale_aware,rescale,short_chain_5__rescale_aware,thesisv1_full_seed0_banknote_linear_poly3_short_chain_5_rescale_aware,failed,1,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_5_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_5_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_linear_poly3_short_chain_5_rescale_aware.txt
full,0,banknote,linear_poly3,short_chain_3,baseline_non_rescale,naive,short_chain_3__baseline_non_rescale,thesisv1_full_seed0_banknote_linear_poly3_short_chain_3_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_3_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_3_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_linear_poly3_short_chain_3_baseline_non_rescale.txt
full,0,banknote,linear_poly3,short_chain_3,rescale_aware,rescale,short_chain_3__rescale_aware,thesisv1_full_seed0_banknote_linear_poly3_short_chain_3_rescale_aware,failed,1,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_3_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_linear_poly3_short_chain_3_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_linear_poly3_short_chain_3_rescale_aware.txt
full,0,banknote,mlp_square_linear_score,default,baseline_non_rescale,naive,default__baseline_non_rescale,thesisv1_full_seed0_banknote_mlp_square_linear_score_default_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_default_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_default_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_default_baseline_non_rescale.txt
full,0,banknote,mlp_square_linear_score,default,rescale_aware,rescale,default__rescale_aware,thesisv1_full_seed0_banknote_mlp_square_linear_score_default_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_default_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_default_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_default_rescale_aware.txt
full,0,banknote,mlp_square_linear_score,scale42,baseline_non_rescale,naive,scale42__baseline_non_rescale,thesisv1_full_seed0_banknote_mlp_square_linear_score_scale42_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale42_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale42_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale42_baseline_non_rescale.txt
full,0,banknote,mlp_square_linear_score,scale42,rescale_aware,rescale,scale42__rescale_aware,thesisv1_full_seed0_banknote_mlp_square_linear_score_scale42_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale42_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale42_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale42_rescale_aware.txt
full,0,banknote,mlp_square_linear_score,scale40,baseline_non_rescale,naive,scale40__baseline_non_rescale,thesisv1_full_seed0_banknote_mlp_square_linear_score_scale40_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale40_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale40_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale40_baseline_non_rescale.txt
full,0,banknote,mlp_square_linear_score,scale40,rescale_aware,rescale,scale40__rescale_aware,thesisv1_full_seed0_banknote_mlp_square_linear_score_scale40_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale40_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale40_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale40_rescale_aware.txt
full,0,banknote,mlp_square_linear_score,scale38,baseline_non_rescale,naive,scale38__baseline_non_rescale,thesisv1_full_seed0_banknote_mlp_square_linear_score_scale38_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale38_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale38_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale38_baseline_non_rescale.txt
full,0,banknote,mlp_square_linear_score,scale38,rescale_aware,rescale,scale38__rescale_aware,thesisv1_full_seed0_banknote_mlp_square_linear_score_scale38_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale38_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale38_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_scale38_rescale_aware.txt
full,0,banknote,mlp_square_linear_score,deep_chain_8_scale45,baseline_non_rescale,naive,deep_chain_8_scale45__baseline_non_rescale,thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_8_scale45_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_8_scale45_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_8_scale45_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_8_scale45_baseline_non_rescale.txt
full,0,banknote,mlp_square_linear_score,deep_chain_8_scale45,rescale_aware,rescale,deep_chain_8_scale45__rescale_aware,thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_8_scale45_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_8_scale45_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_8_scale45_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_8_scale45_rescale_aware.txt
full,0,banknote,mlp_square_linear_score,deep_chain_9_scale45,baseline_non_rescale,naive,deep_chain_9_scale45__baseline_non_rescale,thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_9_scale45_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_9_scale45_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_9_scale45_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_9_scale45_baseline_non_rescale.txt
full,0,banknote,mlp_square_linear_score,deep_chain_9_scale45,rescale_aware,rescale,deep_chain_9_scale45__rescale_aware,thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_9_scale45_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_9_scale45_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_9_scale45_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_deep_chain_9_scale45_rescale_aware.txt
full,0,banknote,mlp_square_linear_score,short_chain_6_scale42,baseline_non_rescale,naive,short_chain_6_scale42__baseline_non_rescale,thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale42_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale42_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale42_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale42_baseline_non_rescale.txt
full,0,banknote,mlp_square_linear_score,short_chain_6_scale42,rescale_aware,rescale,short_chain_6_scale42__rescale_aware,thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale42_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale42_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale42_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale42_rescale_aware.txt
full,0,banknote,mlp_square_linear_score,short_chain_6_scale40,baseline_non_rescale,naive,short_chain_6_scale40__baseline_non_rescale,thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale40_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale40_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale40_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale40_baseline_non_rescale.txt
full,0,banknote,mlp_square_linear_score,short_chain_6_scale40,rescale_aware,rescale,short_chain_6_scale40__rescale_aware,thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale40_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale40_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale40_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale40_rescale_aware.txt
full,0,banknote,mlp_square_linear_score,short_chain_6_scale38,baseline_non_rescale,naive,short_chain_6_scale38__baseline_non_rescale,thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale38_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale38_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale38_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale38_baseline_non_rescale.txt
full,0,banknote,mlp_square_linear_score,short_chain_6_scale38,rescale_aware,rescale,short_chain_6_scale38__rescale_aware,thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale38_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale38_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale38_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_6_scale38_rescale_aware.txt
full,0,banknote,mlp_square_linear_score,short_chain_5,baseline_non_rescale,naive,short_chain_5__baseline_non_rescale,thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_5_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_5_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_5_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_5_baseline_non_rescale.txt
full,0,banknote,mlp_square_linear_score,short_chain_5,rescale_aware,rescale,short_chain_5__rescale_aware,thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_5_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_5_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_5_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_5_rescale_aware.txt
full,0,banknote,mlp_square_linear_score,short_chain_3,baseline_non_rescale,naive,short_chain_3__baseline_non_rescale,thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_3_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_3_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_3_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_3_baseline_non_rescale.txt
full,0,banknote,mlp_square_linear_score,short_chain_3,rescale_aware,rescale,short_chain_3__rescale_aware,thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_3_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_3_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_3_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_banknote_mlp_square_linear_score_short_chain_3_rescale_aware.txt
full,0,digits_binary,linear_poly3,default,baseline_non_rescale,naive,default__baseline_non_rescale,thesisv1_full_seed0_digits_binary_linear_poly3_default_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_digits_binary_linear_poly3_default_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_digits_binary_linear_poly3_default_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_digits_binary_linear_poly3_default_baseline_non_rescale.txt
full,0,digits_binary,linear_poly3,default,rescale_aware,rescale,default__rescale_aware,thesisv1_full_seed0_digits_binary_linear_poly3_default_rescale_aware,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_digits_binary_linear_poly3_default_rescale_aware/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_digits_binary_linear_poly3_default_rescale_aware/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_digits_binary_linear_poly3_default_rescale_aware.txt
full,0,digits_binary,linear_poly3,scale42,baseline_non_rescale,naive,scale42__baseline_non_rescale,thesisv1_full_seed0_digits_binary_linear_poly3_scale42_baseline_non_rescale,ok,0,results/ckks_tabular_inference/thesisv1_full_seed0_digits_binary_linear_poly3_scale42_baseline_non_rescale/summary.csv,results/ckks_tabular_inference/thesisv1_full_seed0_digits_binary_linear_poly3_scale42_baseline_non_rescale/records.csv,results/thesis_grade_protocol/tabular_validation_oracle_v1/full/logs/thesisv1_full_seed0_digits_binary_linear_poly3_scale42_baseline_non_rescale.txt
