record_kind,candidate_source,candidate_id,profile,path,split_seed,dataset_id,model_id,log_n,log_q_primes,log_p_primes,log_q,log_p,log_qp,actual_log_q,actual_log_p,actual_log_qp,actual_q_primes,actual_p_primes,xs,xe,old_policy_id,old_limit,old_headroom,old_admission,v2_policy_id,v2_limit,ciphertext_q_admission,evaluation_key_qp_admission,v2_headroom,v2_admission,exact_estimator_status,identity_changed,excluded_from_bounded_oracle,encrypted_rerun_required,reason
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_cabfebc33906,,rescale,1,banknote,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_9c960732c5c0,,rescale,1,banknote,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_8d14b4c6f5fe,,rescale,1,digits_binary,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_8094986b7a00,,rescale,1,digits_binary,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q7_S20_e069b1a71dbf,,rescale,1,iris_binary,linear_poly3,13,"[23,20,20,20,20,20,20]",[30],143,30,173,143.643749011,29.9999339585,173.643682969,"[8404993,1032193,1097729,1130497,1146881,1179649,1196033]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,44,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,41,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_417fd14390cd,,rescale,1,iris_binary,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_44b57e556da9,,rescale,1,mnist_pool16,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_ef6827811dc9,,rescale,1,mnist_pool16,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_50f4079fb1f8,,rescale,1,wdbc,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_cfec66f693fd,,rescale,1,wdbc,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_77b6cebc7ed5,,rescale,2,banknote,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_0a7f04d55af9,,rescale,2,banknote,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_24fcbcea0c1f,,rescale,2,digits_binary,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_75879362be96,,rescale,2,digits_binary,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q7_S20_b10765d6500e,,rescale,2,iris_binary,linear_poly3,13,"[23,20,20,20,20,20,20]",[30],143,30,173,143.643749011,29.9999339585,173.643682969,"[8404993,1032193,1097729,1130497,1146881,1179649,1196033]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,44,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,41,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_125eaf89ec9a,,rescale,2,iris_binary,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_4df9265b02c0,,rescale,2,mnist_pool16,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_a1a2f8ac0526,,rescale,2,mnist_pool16,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_0e8dd22d71bf,,rescale,2,wdbc,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_1893fb70e490,,rescale,2,wdbc,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_52f43f9afafa,,rescale,3,banknote,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_d403feb5824c,,rescale,3,banknote,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_b7caada3de51,,rescale,3,digits_binary,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_bbfdc7e5ffb9,,rescale,3,digits_binary,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q7_S20_1245fee766ad,,rescale,3,iris_binary,linear_poly3,13,"[23,20,20,20,20,20,20]",[30],143,30,173,143.643749011,29.9999339585,173.643682969,"[8404993,1032193,1097729,1130497,1146881,1179649,1196033]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,44,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,41,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_db84d5be9564,,rescale,3,iris_binary,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_6b95ea1ec75b,,rescale,3,mnist_pool16,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_f4d2820335af,,rescale,3,mnist_pool16,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_7a9253ddb5f1,,rescale,3,wdbc,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_85d1a36f9370,,rescale,3,wdbc,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_5b03bef84ce4,,rescale,4,banknote,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_5181717725fd,,rescale,4,banknote,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_repair_scale_1_rescale_N13_Q7_S24_1a5f9eb0573f,,rescale,4,digits_binary,linear_poly3,13,"[27,24,24,24,24,24,24]",[30],171,30,201,170.967202201,29.9999339585,200.967136159,"[134250497,16760833,16957441,16580609,17006593,16515073,16465921]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,16,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,13,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
direct_selected,direct,synth_analysis_minimum_rescale_N13_Q6_S20_0a724afc6c22,,rescale,4,digits_binary,mlp_square_linear_score,13,"[23,20,20,20,20,20]",[30],123,30,153,123.453923245,29.9999339585,153.453857204,"[8404993,1032193,1097729,1130497,1146881,1179649]",[1073692673],ring.Ternary:{0.6666666666666666 0},ring.DiscreteGaussian:{3.2 19.2},he_security_guidelines_2024_ternary_classical_128,217,64,PASS,security_guidelines_cic2025_table5_2_ternary_128_v2,214,PASS,PASS,61,PASS,NOT_RUN_INPUT_EXPORTED,false,false,false,static replay only; literal identity unchanged; Q and QP pass
